"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.arrow_0","Answer.arrow_1","Answer.arrow_10","Answer.arrow_11","Answer.arrow_12","Answer.arrow_13","Answer.arrow_14","Answer.arrow_15","Answer.arrow_16","Answer.arrow_17","Answer.arrow_18","Answer.arrow_19","Answer.arrow_2","Answer.arrow_20","Answer.arrow_21","Answer.arrow_22","Answer.arrow_23","Answer.arrow_24","Answer.arrow_25","Answer.arrow_26","Answer.arrow_27","Answer.arrow_28","Answer.arrow_29","Answer.arrow_3","Answer.arrow_30","Answer.arrow_31","Answer.arrow_32","Answer.arrow_33","Answer.arrow_34","Answer.arrow_35","Answer.arrow_36","Answer.arrow_37","Answer.arrow_38","Answer.arrow_39","Answer.arrow_4","Answer.arrow_40","Answer.arrow_41","Answer.arrow_42","Answer.arrow_43","Answer.arrow_44","Answer.arrow_45","Answer.arrow_46","Answer.arrow_47","Answer.arrow_48","Answer.arrow_49","Answer.arrow_5","Answer.arrow_50","Answer.arrow_51","Answer.arrow_52","Answer.arrow_53","Answer.arrow_54","Answer.arrow_55","Answer.arrow_56","Answer.arrow_57","Answer.arrow_58","Answer.arrow_59","Answer.arrow_6","Answer.arrow_60","Answer.arrow_61","Answer.arrow_62","Answer.arrow_63","Answer.arrow_64","Answer.arrow_65","Answer.arrow_66","Answer.arrow_67","Answer.arrow_68","Answer.arrow_69","Answer.arrow_7","Answer.arrow_70","Answer.arrow_71","Answer.arrow_72","Answer.arrow_73","Answer.arrow_74","Answer.arrow_75","Answer.arrow_76","Answer.arrow_77","Answer.arrow_78","Answer.arrow_79","Answer.arrow_8","Answer.arrow_80","Answer.arrow_81","Answer.arrow_82","Answer.arrow_83","Answer.arrow_84","Answer.arrow_85","Answer.arrow_86","Answer.arrow_87","Answer.arrow_88","Answer.arrow_89","Answer.arrow_9","Answer.image_name","Approve","Reject"
"3BAKUKE49HCCEZQJJ10HHBJOZZHR19","3ZDEOZ9P07J0EWM7ESLYBO9OPH76MU","Label diagram arrow heads and tails","Label all arrow heads and corresponding arrow tails in a given diagram","diagram, image, arrow, head, tail, labeling","$0.01","Sat Feb 07 21:54:15 GMT 2015","3","BatchId:1814261;","3600","28800","Sat Feb 14 21:54:15 GMT 2015","","","30JNVC0OR9KQSTUQYEJ4TSL9XHRHQS","AQYESEA88F0MF","Approved","Sun Feb 08 08:11:15 GMT 2015","Sun Feb 08 08:11:22 GMT 2015","Sun Feb 08 16:11:22 GMT 2015","2015/02/08 16:13:54 +0000","","","7","100% (250/250)","100% (250/250)","0% (0/0)","batch_1/hickmanf28_1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","batch_1/hickmanf28_1.jpg"
"3BAKUKE49HCCEZQJJ10HHBJOZZHR19","3ZDEOZ9P07J0EWM7ESLYBO9OPH76MU","Label diagram arrow heads and tails","Label all arrow heads and corresponding arrow tails in a given diagram","diagram, image, arrow, head, tail, labeling","$0.01","Sat Feb 07 21:54:15 GMT 2015","3","BatchId:1814261;","3600","28800","Sat Feb 14 21:54:15 GMT 2015","","","39OWYR0EPKRFNZU6UYCY3TCYGA8YFP","A8VBDRZPXTP8F","Approved","Sat Feb 07 22:28:54 GMT 2015","Sat Feb 07 22:30:02 GMT 2015","Sun Feb 08 06:30:02 GMT 2015","2015/02/08 06:33:49 +0000","","","68","100% (6/6)","100% (6/6)","0% (0/0)","batch_1/hickmanf28_1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","batch_1/hickmanf28_1.jpg"
"3BAKUKE49HCCEZQJJ10HHBJOZZHR19","3ZDEOZ9P07J0EWM7ESLYBO9OPH76MU","Label diagram arrow heads and tails","Label all arrow heads and corresponding arrow tails in a given diagram","diagram, image, arrow, head, tail, labeling","$0.01","Sat Feb 07 21:54:15 GMT 2015","3","BatchId:1814261;","3600","28800","Sat Feb 14 21:54:15 GMT 2015","","","3FQ5JJ512LOWRMI6O7UK2Q6WKONKNT","A3QLGI4H68NIN3","Approved","Sun Feb 08 19:38:22 GMT 2015","Sun Feb 08 19:38:29 GMT 2015","Mon Feb 09 03:38:29 GMT 2015","2015/02/09 03:38:47 +0000","","","7","100% (113/113)","100% (113/113)","0% (0/0)","batch_1/hickmanf28_1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","batch_1/hickmanf28_1.jpg"
"38O9DZ0A62NQH1AVAHXXBZ2XVII628","3ZDEOZ9P07J0EWM7ESLYBO9OPH76MU","Label diagram arrow heads and tails","Label all arrow heads and corresponding arrow tails in a given diagram","diagram, image, arrow, head, tail, labeling","$0.01","Sat Feb 07 21:54:18 GMT 2015","3","BatchId:1814261;","3600","28800","Sat Feb 14 21:54:18 GMT 2015","","","33FOTY3KEMLBUHZTR7FOH0GLCE21CI","AQYESEA88F0MF","Approved","Mon Feb 09 08:18:20 GMT 2015","Mon Feb 09 08:19:18 GMT 2015","Mon Feb 09 16:19:18 GMT 2015","2015/02/09 16:23:48 +0000","","","58","100% (250/250)","100% (250/250)","0% (0/0)","batch_1/0002Kd-2804.jpg","(7.211102550927978,158.3333282470703,138.66143798828125),(4.242640687119285,161.3333282470703,103.66143798828125)","(6.4031242374328485,159.3333282470703,189.66143798828125),(3.605551275463989,161.3333282470703,157.66143798828125)","","","","","","","","","","","(8.48528137423857,160.3333282470703,243.98956298828125),(5,161.3333282470703,211.98956298828125)","","","","","","","","","","","(5,92.33332824707031,516.9895629882812),(2.23606797749979,91.33332824707031,480.98956298828125)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","batch_1/0002Kd-2804.jpg"
"38O9DZ0A62NQH1AVAHXXBZ2XVII628","3ZDEOZ9P07J0EWM7ESLYBO9OPH76MU","Label diagram arrow heads and tails","Label all arrow heads and corresponding arrow tails in a given diagram","diagram, image, arrow, head, tail, labeling","$0.01","Sat Feb 07 21:54:18 GMT 2015","3","BatchId:1814261;","3600","28800","Sat Feb 14 21:54:18 GMT 2015","","","3RANCT1ZVFH8T9YLFVTDHIF05PSBUB","A3S8HNGZ7BN1I6","Approved","Sun Feb 08 08:03:30 GMT 2015","Sun Feb 08 08:04:05 GMT 2015","Sun Feb 08 16:04:05 GMT 2015","2015/02/08 16:08:54 +0000","","","35","100% (10/10)","100% (10/10)","0% (0/0)","batch_1/0002Kd-2804.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","batch_1/0002Kd-2804.jpg"
"38O9DZ0A62NQH1AVAHXXBZ2XVII628","3ZDEOZ9P07J0EWM7ESLYBO9OPH76MU","Label diagram arrow heads and tails","Label all arrow heads and corresponding arrow tails in a given diagram","diagram, image, arrow, head, tail, labeling","$0.01","Sat Feb 07 21:54:18 GMT 2015","3","BatchId:1814261;","3600","28800","Sat Feb 14 21:54:18 GMT 2015","","","3TR2532VIPUT9H6W758RZ0KXA9G6JO","A30JDDJIP5ITE4","Approved","Mon Feb 09 03:04:48 GMT 2015","Mon Feb 09 03:05:47 GMT 2015","Mon Feb 09 11:05:47 GMT 2015","2015/02/09 11:08:51 +0000","","","59","100% (20/20)","100% (20/20)","0% (0/0)","batch_1/0002Kd-2804.jpg","(8,161.3333282470703,139.99478149414062),(4,160.3333282470703,101.99478149414062)","(7,162.3333282470703,191.99478149414062),(3,160.3333282470703,153.99478149414062)","","","","","","","","","","","(7,161.3333282470703,242.99478149414062),(3,160.3333282470703,207.99478149414062)","","","","","","","","","","","(10,103.33332824707031,317.9947814941406),(3,147.3333282470703,260.9947814941406)","","","","","","","","","","","(7.280109889280518,220.3333282470703,317.9947814941406),(5,175.3333282470703,260.9947814941406)","","","","","","","","","","","(11.180339887498949,91.33332824707031,514.6666259765625),(4,91.33332824707031,480.6666564941406)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","batch_1/0002Kd-2804.jpg"
"34HEO7RUG6U88N3JFKTASCCR3TNARG","3ZDEOZ9P07J0EWM7ESLYBO9OPH76MU","Label diagram arrow heads and tails","Label all arrow heads and corresponding arrow tails in a given diagram","diagram, image, arrow, head, tail, labeling","$0.01","Sat Feb 07 21:54:18 GMT 2015","3","BatchId:1814261;","3600","28800","Sat Feb 14 21:54:18 GMT 2015","","","354GIDR5ZB6RT0JVJ8I48UVAYWS00C","AQYESEA88F0MF","Approved","Sun Feb 08 09:18:05 GMT 2015","Sun Feb 08 09:25:47 GMT 2015","Sun Feb 08 17:25:47 GMT 2015","2015/02/08 17:28:57 +0000","","","462","100% (250/250)","100% (250/250)","0% (0/0)","batch_1/0002Kd-2806.jpg","(7,337.33331298828125,43.33331298828125),(3.605551275463989,300.33331298828125,44.33331298828125)","(7.211102550927978,350.33331298828125,124.66143798828125),(3.1622776601683795,494.33331298828125,124.66143798828125)","(5.385164807134504,346.33331298828125,209.66143798828125),(3.1622776601683795,551.3333129882812,211.66143798828125)","(4.47213595499958,590.3333129882812,210.66143798828125),(3.1622776601683795,602.3333129882812,210.66143798828125)","(6.708203932499369,592.3333129882812,306.66143798828125),(2.23606797749979,602.3333129882812,305.66143798828125)","(6.708203932499369,324.33331298828125,345.66143798828125),(2,324.33331298828125,334.66143798828125)","(3.605551275463989,164.3333282470703,468.98956298828125),(2.23606797749979,164.3333282470703,460.98956298828125)","(6.4031242374328485,151.3333282470703,119.98956298828125),(2,133.3333282470703,119.98956298828125)","(5.385164807134504,410.33331298828125,365.33331298828125),(2,412.33331298828125,376.33331298828125)","(4.123105625617661,99.33332824707031,352.33331298828125),(2.23606797749979,114.33332824707031,351.33331298828125)","(5.656854249492381,97.33332824707031,394.33331298828125),(2.8284271247461903,107.33332824707031,396.33331298828125)","","(6.4031242374328485,619.3333129882812,60.66143798828125),(2,619.3333129882812,78.66143798828125)","","","","","","","","","","","(5.385164807134504,201.3333282470703,95.66143798828125),(2.23606797749979,208.3333282470703,95.66143798828125)","","","","","","","","","","","(5.830951894845301,288.33331298828125,96.66143798828125),(2,279.33331298828125,96.66143798828125)","","","","","","","","","","","(6.324555320336759,303.33331298828125,123.66143798828125),(3.1622776601683795,111.33332824707031,124.66143798828125)","","","","","","","","","","","(10.816653826391969,87.33332824707031,168.66143798828125),(3.1622776601683795,90.33332824707031,230.66143798828125)","","","","","","","","","","","(6.4031242374328485,90.33332824707031,321.66143798828125),(4.47213595499958,91.33332824707031,424.66143798828125)","","","","","","","","","","","(6.4031242374328485,64.33332824707031,474.66143798828125),(2,50.33332824707031,475.66143798828125)","","","","","","","","","","","(6.708203932499369,319.33331298828125,475.66143798828125),(2,273.33331298828125,474.66143798828125)","batch_1/0002Kd-2806.jpg"
"34HEO7RUG6U88N3JFKTASCCR3TNARG","3ZDEOZ9P07J0EWM7ESLYBO9OPH76MU","Label diagram arrow heads and tails","Label all arrow heads and corresponding arrow tails in a given diagram","diagram, image, arrow, head, tail, labeling","$0.01","Sat Feb 07 21:54:18 GMT 2015","3","BatchId:1814261;","3600","28800","Sat Feb 14 21:54:18 GMT 2015","","","3L0KT67Y8EGOR4ZS0ICXASVD52LYSV","AK5YRGLG7QKI8","Approved","Mon Feb 09 02:40:34 GMT 2015","Mon Feb 09 02:43:58 GMT 2015","Mon Feb 09 10:43:58 GMT 2015","2015/02/09 10:48:49 +0000","","","204","100% (36/36)","100% (36/36)","0% (0/0)","batch_1/0002Kd-2806.jpg","(7.280109889280518,46.599998474121094,476),(8.602325267042627,61.599998474121094,476)","(7.810249675906654,113.5999984741211,476),(11.661903789690601,223.60000610351562,475)","(6.4031242374328485,98.5999984741211,352),(3.1622776601683795,117.5999984741211,352)","(7.615773105863909,91.5999984741211,320),(5.385164807134504,90.5999984741211,425)","(7.211102550927978,89.5999984741211,231),(11.40175425099138,90.5999984741211,160)","(5.830951894845301,91.5999984741211,215),(6.4031242374328485,102.5999984741211,218)","(7.810249675906654,264.6000061035156,306),(11.40175425099138,267.6000061035156,235)","(10.295630140987,304.6000061035156,234),(15.264337522473747,306.6000061035156,305)","(13.601470508735444,350.6000061035156,311),(10.295630140987,349.6000061035156,234)","(9.219544457292887,343.6000061035156,221),(15.620499351813308,551.5999755859375,303)","(9.433981132056603,346.6000061035156,211),(8.94427190999916,551.5999755859375,211)","(7.810249675906654,495.6000061035156,221),(9.433981132056603,519.5999755859375,218)","(9.433981132056603,277.6000061035156,478),(10.295630140987,322.6000061035156,477)","(10,458.6000061035156,167),(10.295630140987,342.6000061035156,200)","(8.94427190999916,586.5999755859375,134),(7.280109889280518,531.5999755859375,124)","(8.94427190999916,550.5999755859375,130),(9.899494936611665,595.5999755859375,126)","(10.770329614269007,618.5999755859375,78),(11.180339887498949,622.5999755859375,62)","(10.816653826391969,496.6000061035156,126),(10,345.6000061035156,125)","(5.385164807134504,373.6000061035156,115),(9.899494936611665,392.6000061035156,113)","(12.083045973594572,285.6000061035156,75),(8.246211251235321,258.6000061035156,115)","(11.40175425099138,286.6000061035156,97),(4.123105625617661,280.6000061035156,114)","(10.295630140987,310.6000061035156,136),(10.198039027185569,260.6000061035156,169)","(7.810249675906654,303.6000061035156,121),(6.708203932499369,110.5999984741211,125)","(11.40175425099138,269.6000061035156,466),(10,349.6000061035156,427)","(8.48528137423857,128.60000610351562,111),(9.219544457292887,154.60000610351562,107)","(10,173.60000610351562,114),(9.433981132056603,143.60000610351562,132)","(7.211102550927978,150.60000610351562,119),(5.0990195135927845,134.60000610351562,121)","(7.810249675906654,201.60000610351562,98),(8.54400374531753,211.60000610351562,114)","(7.810249675906654,205.60000610351562,75),(8.602325267042627,232.60000610351562,120)","(7,239.60000610351562,171),(5.0990195135927845,238.60000610351562,131)","(8.602325267042627,246.60000610351562,168),(8.54400374531753,251.60000610351562,134)","(3.605551275463989,414.6000061035156,113),(5.0990195135927845,422.6000061035156,106)","(10.295630140987,588.5999755859375,305),(7.615773105863909,605.5999755859375,302)","(5.0990195135927845,589.5999755859375,211),(11.180339887498949,604.5999755859375,212)","(11.40175425099138,304.6000061035156,418),(12.727922061357855,305.6000061035156,321)","","","","","","","","","","","(15.652475842498529,265.6000061035156,326),(11.40175425099138,250.60000610351562,430)","","","","","","","","","","","(7.810249675906654,161.60000610351562,470),(5,162.60000610351562,461)","","","","","","","","","","","(5.385164807134504,99.5999984741211,418),(5,89.5999984741211,418)","","","","","","","","","","","(5.656854249492381,96.5999984741211,396),(8.602325267042627,108.5999984741211,395)","","","","","","","","","","","(9.055385138137417,102.5999984741211,370),(6.708203932499369,91.5999984741211,371)","batch_1/0002Kd-2806.jpg"
"38VTL6WC4ADKZI3OYJUNSXP2E225Y8","3ZDEOZ9P07J0EWM7ESLYBO9OPH76MU","Label diagram arrow heads and tails","Label all arrow heads and corresponding arrow tails in a given diagram","diagram, image, arrow, head, tail, labeling","$0.01","Sat Feb 07 21:54:15 GMT 2015","3","BatchId:1814261;","3600","28800","Sat Feb 14 21:54:15 GMT 2015","","","30MVJZJNHMDGR08U5CB3JABZ09BJ9X","A3QLGI4H68NIN3","Approved","Sun Feb 08 00:43:33 GMT 2015","Sun Feb 08 00:45:43 GMT 2015","Sun Feb 08 08:45:43 GMT 2015","2015/02/08 08:48:54 +0000","","","130","100% (113/113)","100% (113/113)","0% (0/0)","batch_1/hsptmat3q5.gif","(16.55294535724685,127.5,72),(5.830951894845301,42.5,69)","(16.278820596099706,140.5,107),(5,42.5,188)","","","","","","","","","","","(16.401219466856727,131.5,141),(5.656854249492381,42.5,71)","","","","","","","","","","","(10.63014581273465,111.5,156),(6.4031242374328485,42.5,131)","","","","","","","","","","","(15,115.5,182),(5,43.5,246)","","","","","","","","","","","(13.601470508735444,132.5,220),(6.4031242374328485,42.5,188)","","","","","","","","","","","(17.69180601295413,109.5,239),(7.810249675906654,43.5,70)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","batch_1/hsptmat3q5.gif"
"38VTL6WC4ADKZI3OYJUNSXP2E225Y8","3ZDEOZ9P07J0EWM7ESLYBO9OPH76MU","Label diagram arrow heads and tails","Label all arrow heads and corresponding arrow tails in a given diagram","diagram, image, arrow, head, tail, labeling","$0.01","Sat Feb 07 21:54:15 GMT 2015","3","BatchId:1814261;","3600","28800","Sat Feb 14 21:54:15 GMT 2015","","","3EFE17QCRC525993QI89OS0AF51HS6","A2O9LRO2ONUJD5","Approved","Sun Feb 08 02:43:23 GMT 2015","Sun Feb 08 02:46:14 GMT 2015","Sun Feb 08 10:46:14 GMT 2015","2015/02/08 10:48:49 +0000","","","171","100% (10/10)","100% (10/10)","0% (0/0)","batch_1/hsptmat3q5.gif","(10.198039027185569,127,70),(15,145,111)","(10.04987562112089,133,146),(2,117,158)","","","","","","","","","","","(14.035668847618199,107,158),(14,116,188)","","","","","","","","","","","(11.704699910719626,135,225),(15.811388300841896,114,246)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","batch_1/hsptmat3q5.gif"
